Citable Reference,Context Description,Title,Description,Start Date,Start Date (num),End Date,End Date (num),Covering Dates,Held by,Catalogue level,References,Opening Date,Closure Status,Closure Type,Closure Code,Subjects,Digitised,ID,Score
BT 52/1,Non-textiles Designs Representations,Designs 518644-519080,"Designs 518644-519080.
Note: Designs 518415-518643 registered under this Act are bound with last registrations under the earlier Act. See BT 50/709",08/01/1908,19080108,21/01/1908,19080121,1908 Jan. 8 - Jan. 21,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440464,0
BT 52/2,Non-textiles Designs Representations,Designs 519081-519520,Designs 519081-519520.,21/01/1908,19080121,01/02/1908,19080201,1908 Jan. 21 - Feb. 1,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440465,0
BT 52/3,Non-textiles Designs Representations,Designs 519521-519912,Designs 519521-519912.,01/02/1908,19080201,08/02/1908,19080208,1908 Feb. 1 - Feb. 8,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440466,0
BT 52/4,Non-textiles Designs Representations,Designs 519913-520285,Designs 519913-520285.,08/02/1908,19080208,17/02/1908,19080217,1908 Feb. 8 - Feb. 17,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440467,0
BT 52/5,Non-textiles Designs Representations,Designs 520286-520643,Designs 520286-520643.,17/02/1908,19080217,25/02/1908,19080225,1908 Feb. 17 - Feb. 25,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440468,0
BT 52/6,Non-textiles Designs Representations,Designs 520644-521005,Designs 520644-521005.,25/02/1908,19080225,04/03/1908,19080304,1908 Feb. 25 - Mar. 4,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440469,0
BT 52/7,Non-textiles Designs Representations,Designs 521006-521378,Designs 521006-521378.,04/03/1908,19080304,12/03/1908,19080312,1908 Mar. 4 - Mar. 12,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440470,0
BT 52/8,Non-textiles Designs Representations,Designs 521379-521765,Designs 521379-521765.,12/03/1908,19080312,19/03/1908,19080319,1908 Mar. 12 - Mar. 19,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440471,0
BT 52/9,Non-textiles Designs Representations,Designs 521766-522147,Designs 521766-522147.,19/03/1908,19080319,28/03/1908,19080328,1908 Mar. 19 - Mar. 28,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440472,0
BT 52/10,Non-textiles Designs Representations,Designs 522148-522535,Designs 522148-522535.,28/03/1908,19080328,07/04/1908,19080407,1908 Mar. 28 - Apr. 7,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440473,0
BT 52/11,Non-textiles Designs Representations,Designs 522536-522918,Designs 522536-522918.,07/04/1908,19080407,14/04/1908,19080414,1908 Apr. 7 - Apr. 14,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440474,0
BT 52/12,Non-textiles Designs Representations,Designs 522919-523306,Designs 522919-523306.,14/04/1908,19080414,22/04/1908,19080422,1908 Apr. 14 - Apr. 22,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440475,0
BT 52/13,Non-textiles Designs Representations,Designs 523307-523691,Designs 523307-523691.,22/04/1908,19080422,01/05/1908,19080501,1908 Apr. 22 - May 1,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440476,0
BT 52/14,Non-textiles Designs Representations,Designs 523692-524109,Designs 523692-524109.,01/05/1908,19080501,12/05/1908,19080512,1908 May 1 - May 12,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440477,0
BT 52/15,Non-textiles Designs Representations,Designs 524110-524814,Designs 524110-524814.,12/05/1908,19080512,22/05/1908,19080522,1908 May 12 - May 22,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440478,0
BT 52/16,Non-textiles Designs Representations,Designs 524815-525559,Designs 524815-525559.,22/05/1908,19080522,04/06/1908,19080604,1908 May 22 - June 4,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440479,0
BT 52/17,Non-textiles Designs Representations,Designs 525560-526245,Designs 525560-526245.,04/06/1908,19080604,17/06/1908,19080617,1908 June 4 - June 17,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440480,0
BT 52/18,Non-textiles Designs Representations,Designs 526246-526947,Designs 526246-526947.,17/06/1908,19080617,01/07/1908,19080701,1908 June 17 - July 1,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440481,0
BT 52/19,Non-textiles Designs Representations,Designs 526948-527656,Designs 526948-527656.,01/07/1908,19080701,15/07/1908,19080715,1908 July 1 - July 15,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440482,0
BT 52/20,Non-textiles Designs Representations,Designs 527657-528372,Designs 527657-528372.,15/07/1908,19080715,30/07/1908,19080730,1908 July 15 - July 30,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440483,0
BT 52/21,Non-textiles Designs Representations,Designs 528373-529054,Designs 528373-529054.,30/07/1908,19080730,20/08/1908,19080820,1908 July 30 - Aug. 20,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440484,0
BT 52/22,Non-textiles Designs Representations,Designs 529055-529740,Designs 529055-529740.,20/08/1908,19080820,05/09/1908,19080905,1908 Aug. 20 - Sept. 5,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440485,0
BT 52/23,Non-textiles Designs Representations,Designs 529741-530437,Designs 529741-530437.,05/09/1908,19080905,19/09/1908,19080919,1908 Sept. 5 - Sept. 19,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440486,0
BT 52/24,Non-textiles Designs Representations,Designs 530438-531240,Designs 530438-531240.,19/09/1908,19080919,06/10/1908,19081006,1908 Sept. 19 - Oct. 6,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440487,0
BT 52/25,Non-textiles Designs Representations,Designs 531241-532008,Designs 531241-532008.,06/10/1908,19081006,24/10/1908,19081024,1908 Oct. 6 - Oct. 24,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440488,0
BT 52/26,Non-textiles Designs Representations,Designs 532009-532819,Designs 532009-532819.,24/10/1908,19081024,12/11/1908,19081112,1908 Oct. 24 - Nov. 12,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440489,0
BT 52/27,Non-textiles Designs Representations,Designs 532820-533630,Designs 532820-533630.,12/11/1908,19081112,02/12/1908,19081202,1908 Nov. 12 - Dec. 2,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440490,0
BT 52/28,Non-textiles Designs Representations,Designs 533631-534406,Designs 533631-534406.,02/12/1908,19081202,16/12/1908,19081216,1908 Dec. 2 - Dec. 16,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440491,0
BT 52/29,Non-textiles Designs Representations,Designs 534407-535175,Designs 534407-535175.,16/12/1908,19081216,07/01/1909,19090107,1908 Dec. 16 - 1909 Jan. 7,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440492,0
BT 52/30,Non-textiles Designs Representations,Designs 535176-535939,Designs 535176-535939.,07/01/1909,19090107,21/01/1909,19090121,1909 Jan. 7 - Jan. 21,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440493,0
BT 52/31,Non-textiles Designs Representations,Designs 535940-536723,Designs 535940-536723.,21/01/1909,19090121,06/02/1909,19090206,1909 Jan. 21 - Feb. 6,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440494,0
BT 52/32,Non-textiles Designs Representations,Designs 536724-537474,Designs 536724-537474.,06/02/1909,19090206,18/02/1909,19090218,1909 Feb. 6 - Feb. 18,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440495,0
BT 52/33,Non-textiles Designs Representations,Designs 537475-538188,Designs 537475-538188.,18/02/1909,19090218,02/03/1909,19090302,1909 Feb. 18 - Mar. 2,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440496,0
BT 52/34,Non-textiles Designs Representations,Designs 538189-538887,Designs 538189-538887.,02/03/1909,19090302,16/03/1909,19090316,1909 Mar. 2 - Mar. 16,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440497,0
BT 52/35,Non-textiles Designs Representations,Designs 538888-539657,Designs 538888-539657.,16/03/1909,19090316,27/03/1909,19090327,1909 Mar. 16 - Mar. 27,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440498,0
BT 52/36,Non-textiles Designs Representations,Designs 539658-540425,Designs 539658-540425.,27/03/1909,19090327,10/04/1909,19090410,1909 Mar. 27 - Apr. 10,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440499,0
BT 52/37,Non-textiles Designs Representations,Designs 540426-541176,Designs 540426-541176.,10/04/1909,19090410,28/04/1909,19090428,1909 Apr. 10 - Apr. 28,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440500,0
BT 52/38,Non-textiles Designs Representations,Designs 541177-541947,Designs 541177-541947.,28/04/1909,19090428,12/05/1909,19090512,1909 Apr. 28 - May 12,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440501,0
BT 52/39,Non-textiles Designs Representations,Designs 541948-542716,Designs 541948-542716.,12/05/1909,19090512,25/05/1909,19090525,1909 May 12 - May 25,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440502,0
BT 52/40,Non-textiles Designs Representations,Designs 542717-543448,Designs 542717-543448.,25/05/1909,19090525,09/06/1909,19090609,1909 May 25 - June 9,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440503,0
BT 52/41,Non-textiles Designs Representations,Designs 543449-544237,Designs 543449-544237.,09/06/1909,19090609,18/06/1909,19090618,1909 June 9 - June 18,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440504,0
BT 52/42,Non-textiles Designs Representations,Designs 544238-545008,Designs 544238-545008.,19/06/1909,19090619,30/06/1909,19090630,1909 June 19 - June 30,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440505,0
BT 52/43,Non-textiles Designs Representations,Designs 545009-545751,Designs 545009-545751.,30/06/1909,19090630,13/07/1909,19090713,1909 June 30 - July 13,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440506,0
BT 52/44,Non-textiles Designs Representations,Designs 545752-546178,Designs 545752-546178.,13/07/1909,19090713,21/07/1909,19090721,1909 July 13 - July 21,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440507,0
BT 52/45,Non-textiles Designs Representations,Designs 546179-546400,Designs 546179-546400.,21/07/1909,19090721,24/07/1909,19090724,1909 July 21 - July 24,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440508,0
BT 52/46,Non-textiles Designs Representations,Designs 546401-546730,Designs 546401-546730.,24/07/1909,19090724,29/07/1909,19090729,1909 July 24 - July 29,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440509,0
BT 52/47,Non-textiles Designs Representations,Designs 546731-547030,Designs 546731-547030.,29/07/1909,19090729,04/08/1909,19090804,1909 July 29 - Aug. 4,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440510,0
BT 52/48,Non-textiles Designs Representations,Designs 547031-547250,Designs 547031-547250.,04/08/1909,19090804,10/08/1909,19090810,1909 Aug. 4 - Aug. 10,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440511,0
BT 52/49,Non-textiles Designs Representations,Designs 547251-547564,Designs 547251-547564.,10/08/1909,19090810,17/08/1909,19090817,1909 Aug. 10 - Aug. 17,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440512,0
BT 52/50,Non-textiles Designs Representations,Designs 547565-547776,Designs 547565-547776.,17/08/1909,19090817,20/08/1909,19090820,1909 Aug. 17 - Aug. 20,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440513,0
BT 52/51,Non-textiles Designs Representations,Designs 547777-547958,Designs 547777-547958.,20/08/1909,19090820,24/08/1909,19090824,1909 Aug. 20 - Aug. 24,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440514,0
BT 52/52,Non-textiles Designs Representations,Designs 547959-548200,Designs 547959-548200.,24/08/1909,19090824,30/08/1909,19090830,1909 Aug. 24 - Aug. 30,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440515,0
BT 52/53,Non-textiles Designs Representations,Designs 548201-548500,Designs 548201-548500.,30/08/1909,19090830,03/09/1909,19090903,1909 Aug. 30 - Sept. 3,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440516,0
BT 52/54,Non-textiles Designs Representations,Designs 548501-548750,Designs 548501-548750.,03/09/1909,19090903,07/09/1909,19090907,1909 Sept. 3 - Sept. 7,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440517,0
BT 52/55,Non-textiles Designs Representations,Designs 548751-548919,Designs 548751-548919.,07/09/1909,19090907,09/09/1909,19090909,1909 Sept. 7 - Sept. 9,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440518,0
BT 52/56,"Textile Designs Classes 13, 14 and 15 Representations",Designs 1-261,Designs 1-261.,01/01/1908,19080101,17/01/1908,19080117,1908 Jan. 1 - Jan. 17,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440519,0
BT 52/57,"Textile Designs Classes 13, 14 and 15 Representations",Designs 262-584,Designs 262-584.,17/01/1908,19080117,01/02/1908,19080201,1908 Jan. 17 - Feb. 1,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440520,0
BT 52/58,"Textile Designs Classes 13, 14 and 15 Representations",Designs 585-886,Designs 585-886.,01/02/1908,19080201,17/02/1908,19080217,1908 Feb. 1 - Feb. 17,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440521,0
BT 52/59,"Textile Designs Classes 13, 14 and 15 Representations",Designs 887-1219,Designs 887-1219.,17/02/1908,19080217,03/03/1908,19080303,1908 Feb. 17 - Mar. 3,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440522,0
BT 52/60,"Textile Designs Classes 13, 14 and 15 Representations",Designs 1220-1526,Designs 1220-1526.,03/03/1908,19080303,14/03/1908,19080314,1908 Mar 3 - Mar 14,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440523,0
BT 52/61,"Textile Designs Classes 13, 14 and 15 Representations",Designs 1527-1870,Designs 1527-1870.,14/03/1908,19080314,28/03/1908,19080328,1908 Mar. 14 - Mar. 28,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440524,0
BT 52/62,"Textile Designs Classes 13, 14 and 15 Representations",Designs 1871-2222,Designs 1871-2222.,28/03/1908,19080328,07/04/1908,19080407,1908 Mar. 28 - Apr. 7,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440525,0
BT 52/63,"Textile Designs Classes 13, 14 and 15 Representations",Designs 2223-2633,Designs 2223-2633.,07/04/1908,19080407,07/05/1908,19080507,1908 Apr. 7 - May 7,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440526,0
BT 52/64,"Textile Designs Classes 13, 14 and 15 Representations",Designs 2634-3507,Designs 2634-3507.,07/05/1908,19080507,27/05/1908,19080527,1908 May 7 - May 27,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440527,0
BT 52/65,"Textile Designs Classes 13, 14 and 15 Representations",Designs 3058-3526,Designs 3058-3526.,27/05/1908,19080527,29/06/1908,19080629,1908 May 27 - June 29,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440528,0
BT 52/66,"Textile Designs Classes 13, 14 and 15 Representations",Designs 3527-3982,Designs 3527-3982.,29/06/1908,19080629,06/07/1908,19080706,1908 June 29 - July 6,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440529,0
BT 52/67,"Textile Designs Classes 13, 14 and 15 Representations",Designs 3983-4370,Designs 3983-4370.,06/07/1908,19080706,24/07/1908,19080724,1908 July 6 - July 24,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440530,0
BT 52/68,"Textile Designs Classes 13, 14 and 15 Representations",Designs 4371-4756,Designs 4371-4756.,24/07/1908,19080724,06/08/1908,19080806,1908 July 24 - Aug. 6,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440531,0
BT 52/69,"Textile Designs Classes 13, 14 and 15 Representations",Designs 4757-5211,Designs 4757-5211.,06/08/1908,19080806,22/08/1908,19080822,1908 Aug. 6 - Aug. 22,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440532,0
BT 52/70,"Textile Designs Classes 13, 14 and 15 Representations",Designs 5212-5648,Designs 5212-5648.,22/08/1908,19080822,02/09/1908,19080902,1908 Aug. 22 - Sept. 2,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440533,0
BT 52/71,"Textile Designs Classes 13, 14 and 15 Representations",Designs 5649-6119,Designs 5649-6119.,04/09/1908,19080904,16/09/1908,19080916,1908 Sept. 4 - Sept. 16,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440534,0
BT 52/72,"Textile Designs Classes 13, 14 and 15 Representations",Designs 6120-6586,Designs 6120-6586.,16/09/1908,19080916,01/10/1908,19081001,1908 Sept. 16 - Oct. 1,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440535,0
BT 52/73,"Textile Designs Classes 13, 14 and 15 Representations",Designs 6587-7055,Designs 6587-7055.,01/10/1908,19081001,28/10/1908,19081028,1908 Oct. 1 - Oct. 28,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440536,0
BT 52/74,"Textile Designs Classes 13, 14 and 15 Representations",Designs 7056-7477,Designs 7056-7477.,28/10/1908,19081028,10/11/1908,19081110,1908 Oct. 28 - Nov. 10,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440537,0
BT 52/75,"Textile Designs Classes 13, 14 and 15 Representations",Designs 7478-7945,Designs 7478-7945.,11/11/1908,19081111,04/12/1908,19081204,1908 Nov. 11 - Dec. 4,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440538,0
BT 52/76,"Textile Designs Classes 13, 14 and 15 Representations",Designs 7946-8417,Designs 7946-8417.,04/12/1908,19081204,07/01/1909,19090107,1908 Dec. 4 - 1909 Jan. 7,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440539,0
BT 52/77,"Textile Designs Classes 13, 14 and 15 Representations",Designs 8418-8855,Designs 8418-8855.,01/01/1909,19090101,28/01/1909,19090128,1909 Jan. 1 - Jan. 28,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440540,0
BT 52/78,"Textile Designs Classes 13, 14 and 15 Representations",Designs 8856-9266,Designs 8856-9266.,28/01/1909,19090128,17/02/1909,19090217,1909 Jan. 28 - Feb. 17,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440541,0
BT 52/79,"Textile Designs Classes 13, 14 and 15 Representations",Designs 9267-9652,Designs 9267-9652.,17/02/1909,19090217,08/03/1909,19090308,1909 Feb. 17 - Mar. 8,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440542,0
BT 52/80,"Textile Designs Classes 13, 14 and 15 Representations",Designs 9653-9959,Designs 9653-9959.,09/03/1909,19090309,19/03/1909,19090319,1909 Mar. 9 - Mar. 19,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440543,0
BT 52/81,"Textile Designs Classes 13, 14 and 15 Representations",Designs 10060-10461,Designs 10060-10461.,24/03/1909,19090324,15/04/1909,19090415,1909 Mar. 24 - Apr. 15,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440544,0
BT 52/82,"Textile Designs Classes 13, 14 and 15 Representations",Designs 10462-10826,Designs 10462-10826.,15/04/1909,19090415,05/05/1909,19090505,1909 Apr. 15 - May 5,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440545,0
BT 52/83,"Textile Designs Classes 13, 14 and 15 Representations",Designs 10827-11209,Designs 10827-11209.,05/05/1909,19090505,28/05/1909,19090528,1909 May 5 - May 28,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440546,0
BT 52/84,"Textile Designs Classes 13, 14 and 15 Representations",Designs 11210-11552,Designs 11210-11552.,28/05/1909,19090528,23/06/1909,19090623,1909 May 28 - June 23,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440547,0
BT 52/85,"Textile Designs Classes 13, 14 and 15 Representations",Designs 11553-11929,Designs 11553-11929.,23/06/1909,19090623,16/07/1909,19090716,1909 June 23 - July 16,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440548,0
BT 52/86,"Textile Designs Classes 13, 14 and 15 Representations",Designs 11930-12080,Designs 11930-12080.,17/07/1909,19090717,21/07/1909,19090721,1909 July 17 - July 21,"The National Archives, Kew",6,,,"Open Document, Open Description",Normal Closure before FOI Act:,30,"C10005 Art, architecture and design;
        C10108 Trade and commerce",,C440549,0
